Source Row Number,PDF Name,URL,Control Axes Status,Our Axes Status,Axes Match,Control PDF/UA,Our PDF/UA,PDF/UA Match,Control WCAG,Our WCAG,WCAG Match,Final URL,Retrieval Category,Overall Result,Failure Summary,Control PDF/UA Notes,Our PDF/UA Notes,Control WCAG Notes,Our WCAG Notes,Adobe Acrobat Audit Status
155,Export Finance,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/export-finance.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/export-finance.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
156,Smartsweep Factsheet,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/smartsweep-factsheet.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/smartsweep-factsheet.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
157,Control Account Activity Report Ids,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/control-account-activity-report-ids.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/control-account-activity-report-ids.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
158,Growing Your Business Through Franchising,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/growing-your-business-through-franchising.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/growing-your-business-through-franchising.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
159,Forwarding Of Payments Received Direct Form,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/forwarding-of-payments-received-direct-form.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/forwarding-of-payments-received-direct-form.pdf,DIRECT_FILE_OK,FAIL,"Form fields have tooltips, At least one heading present, Links use Link tag, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
160,Go Greener Reward Terms,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/go-greener-reward-terms.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/go-greener-reward-terms.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
161,Notice Of Variation For Small Business Banking And Business Banking Customers,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/self-services/notice-of-variation-for-small-business-banking-and-business-banking-customers.pdf,Not Started,,False,,,False,,Fail,False,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
162,Invoice Finance Sales,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/invoice-finance-sales.pdf?download=1,Not Started,,False,,,False,,Fail,False,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
163,Uk Grow With Google Practical Ai For Marketing,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/uk-grow-with-google-practical-ai-for-marketing.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/uk-grow-with-google-practical-ai-for-marketing.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document language present, Document title present, Bookmarks present when required, Tagged PDF present, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
164,Business Money Manager Account Additional Conditions,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/self-services/business-money-manager-account-additional-conditions.pdf,Not Started,,False,,,False,,Fail,False,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
165,International Business Instant Access Savings Account Summary Box,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/international-business-instant-access-savings-account-summary-box.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/international-business-instant-access-savings-account-summary-box.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
166,Hsbc Eligible Green Criteria 2023 Final,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-eligible-green-criteria-2023-final.pdf,Not Started,,False,,,False,,Fail,False,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
167,Kinetic Business Banking Terms And Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/kinetic-business-banking-terms-and-conditions.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/kinetic-business-banking-terms-and-conditions.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
168,Kinetic Savings Account Extra Terms,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/kinetic-savings-account-extra-terms.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/kinetic-savings-account-extra-terms.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
169,Customer Documentation Guide 12Dec19,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/customer-documentation-guide-12dec19.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/customer-documentation-guide-12dec19.pdf,DIRECT_FILE_OK,FAIL,"Figure alt text present, At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,Figure 1 is missing /Alt text.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
170,Fleet Breakdown Cover Terms And Conditions September 2019?Rev=61A16Da177Aa45Afbb07C2Fc6862Cbe6&Hash=D3D5Dca8F92655A62B1015D820B9D4F7,https://www.theaa.com/~/media/the-aa/pdf/business/breakdown/fleet-breakdown-cover-terms-and-conditions-september-2019.pdf?rev=61a16da177aa45afbb07c2fc6862cbe6&hash=D3D5DCA8F92655A62B1015D820B9D4F7,Not Started,,False,,Fail,False,,Needs Review,False,https://www.theaa.com/~/media/the-aa/pdf/business/breakdown/fleet-breakdown-cover-terms-and-conditions-september-2019.pdf?rev=61a16da177aa45afbb07c2fc6862cbe6&hash=D3D5DCA8F92655A62B1015D820B9D4F7,DIRECT_FILE_OK,FAIL,"Figure alt text present, At least one heading present, Document title present, Bookmarks present when required, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,No bookmarks found for 32-page document. | Document title metadata is present (OMG468257_BSF788_1122 Ts and Cs_V1_.indd) but DisplayDocTitle is not enabled. | Figure 1 is missing /Alt text.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
171,Intro Letter From Customer,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/intro-letter-from-customer.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/intro-letter-from-customer.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,Document title metadata is missing.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
172,Business Internet Banking Additional Conditions 20201211,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/business-internet-banking-additional-conditions-20201211.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/PDFs/regulations/business-internet-banking-additional-conditions.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
173,Business Lending Appeal Form,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/business-lending-appeal-form.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/business-lending-appeal-form.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
174,Client Accounts Additional Conditions 102021,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/client-accounts-additional-conditions-102021.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/PDFs/regulations/client-account-additional-conditions.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
175,Hsbc Open Payments,https://www.business.hsbc.uk/-/media/media/uk/pdfs/hsbc-open-payments.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/hsbc-open-payments.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
176,Rf Direct Collections Guide,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/rf-direct-collections-guide.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/rf-direct-collections-guide.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
177,Client Money Manager Application Form And Additional Conditions,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/client-money-manager-application-form-and-additional-conditions.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/client-money-manager-application-form-and-additional-conditions.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Bookmarks present when required, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
